id,x1,x2
0,0.5714285714285712,0.4444444444444444
1,0.33333333333333326,0.4444444444444444
2,0.4285714285714286,0.3333333333333335
3,0.38095238095238093,0.5555555555555556
4,0.6190476190476188,0.4444444444444444
5,0.7619047619047616,0.7777777777777777
6,0.5238095238095237,0.4444444444444444
7,0.5238095238095237,0.5555555555555556
8,0.2857142857142856,0.4444444444444444
9,0.38095238095238093,0.5555555555555556
10,0.6666666666666665,0.5555555555555556
11,0.5238095238095237,0.6666666666666667
12,0.33333333333333326,0.4444444444444444
13,0.33333333333333326,0.11111111111111116
14,0.8095238095238093,0.2222222222222221
15,1.0,0.5555555555555556
16,0.7619047619047616,0.3333333333333335
17,0.5714285714285712,0.4444444444444444
18,0.714285714285714,0.7777777777777777
19,0.714285714285714,0.5555555555555556
20,0.5238095238095237,0.7777777777777777
21,0.6666666666666665,0.5555555555555556
22,0.6190476190476188,0.0
23,0.47619047619047605,0.7777777777777777
24,0.5238095238095237,1.0
25,0.33333333333333326,0.6666666666666667
26,0.5238095238095237,0.6666666666666667
27,0.5714285714285712,0.5555555555555556
28,0.5238095238095237,0.4444444444444444
29,0.4285714285714286,0.6666666666666667
30,0.38095238095238093,0.6666666666666667
31,0.5238095238095237,0.5555555555555556
32,0.8571428571428568,0.5555555555555556
33,0.9047619047619047,0.4444444444444444
34,0.38095238095238093,0.5555555555555556
35,0.4285714285714286,0.2222222222222221
36,0.5714285714285712,0.3333333333333335
37,0.6190476190476188,0.4444444444444444
38,0.33333333333333326,0.3333333333333335
39,0.5238095238095237,0.5555555555555556
40,0.5714285714285712,0.3333333333333335
41,0.0,0.3333333333333335
42,0.4285714285714286,0.3333333333333335
43,0.5714285714285712,0.6666666666666667
44,0.714285714285714,1.0
45,0.33333333333333326,0.4444444444444444
46,0.714285714285714,0.6666666666666667
47,0.4285714285714286,0.4444444444444444
48,0.6666666666666665,0.5555555555555556
49,0.47619047619047605,0.4444444444444444
